#UniProt1 UniProt2 pdbhit1 pdbhit2 identity1 identity2
O00763 Q96RQ3 4hr7_E 4hr7_A 31.7 47.7
O00763 Q96RQ3 4hr7_E 4hr7_C 31.7 47.7
O00763 Q96RQ3 4hr7_E 4hr7_F 31.7 47.7
O00763 Q96RQ3 4hr7_F 4hr7_A 31.7 47.7
O00763 Q96RQ3 4hr7_F 4hr7_C 31.7 47.7
O00763 Q96RQ3 4hr7_F 4hr7_E 31.7 47.7
O00763 Q96RQ3 5ks8_A 5ks8_B 32.8 40.5
O00763 Q96RQ3 5ks8_A 5ks8_C 32.8 36.8
O00763 Q96RQ3 5ks8_A 5ks8_E 32.8 36.8
O00763 Q96RQ3 5ks8_A 5ks8_D 32.8 36.8
O00763 Q96RQ3 5ks8_A 5ks8_F 32.8 36.8
O00763 Q96RQ3 5ks8_B 5ks8_A 32.8 40.5
O00763 Q96RQ3 5ks8_B 5ks8_C 32.8 36.8
O00763 Q96RQ3 5ks8_B 5ks8_E 32.8 36.8
O00763 Q96RQ3 5ks8_B 5ks8_D 32.8 36.8
O00763 Q96RQ3 5ks8_B 5ks8_F 32.8 36.8
O14521 P21912 4ytp_D 4ytp_B 88.1 96.1
O14521 P21912 4yxd_D 4yxd_B 88.1 96.1
O14521 P21912 1zoy_D 1zoy_B 94.2 97.6
O14521 P21912 1zp0_D 1zp0_B 94.2 97.6
O14521 P21912 3abv_D 3abv_B 94.2 97.6
O14521 P21912 3ae1_D 3ae1_B 94.2 97.6
O14521 P21912 3ae2_D 3ae2_B 94.2 97.6
O14521 P21912 3ae3_D 3ae3_B 94.2 97.6
O14521 P21912 3ae4_D 3ae4_B 94.2 97.6
O14521 P21912 3ae5_D 3ae5_B 94.2 97.6
O14521 P21912 3ae6_D 3ae6_B 94.2 97.6
O14521 P21912 3ae7_D 3ae7_B 94.2 97.6
O14521 P21912 3ae8_D 3ae8_B 94.2 97.6
O14521 P21912 3ae9_D 3ae9_B 94.2 97.6
O14521 P21912 3aea_D 3aea_B 94.2 97.6
O14521 P21912 3aeb_D 3aeb_B 94.2 97.6
O14521 P21912 3aec_D 3aec_B 94.2 97.6
O14521 P21912 3aed_D 3aed_B 94.2 97.6
O14521 P21912 3aee_D 3aee_B 94.2 97.6
O14521 P21912 3aef_D 3aef_B 94.2 97.6
O14521 P21912 3aeg_D 3aeg_B 94.2 97.6
O14521 P21912 3sfd_D 3sfd_B 94.2 97.6
O14521 P21912 3sfe_D 3sfe_B 94.2 97.6
O14521 P21912 1yq3_D 1yq3_B 80.2 90.0
O14521 P21912 1yq4_D 1yq4_B 80.2 90.0
O14521 P21912 2fbw_D 2fbw_B 80.2 90.0
O14521 P21912 2fbw_H 2fbw_F 80.2 90.0
O14521 P21912 2h88_D 2h88_B 80.2 90.0
O14521 P21912 2h88_H 2h88_F 80.2 90.0
O14521 P21912 2h89_D 2h89_B 80.2 90.0
O14521 P21912 2wqy_D 2wqy_B 80.2 90.0
O14521 P21912 2wqy_H 2wqy_F 80.2 90.0
O14521 P21912 6myo_D 6myo_B 80.2 90.0
O14521 P21912 6myp_D 6myp_B 80.2 90.0
O14521 P21912 6myq_D 6myq_B 80.2 90.0
O14521 P21912 6myr_D 6myr_B 80.2 90.0
O14521 P21912 6mys_D 6mys_B 80.2 90.0
O14521 P21912 6myt_D 6myt_B 80.2 90.0
O14521 P21912 6myu_D 6myu_B 80.2 90.0
O14521 Q99643 4ytp_D 4ytp_C 88.1 91.7
O14521 Q99643 4yxd_D 4yxd_C 88.1 91.7
O14521 Q99643 1zoy_D 1zoy_C 94.2 90.7
O14521 Q99643 1zp0_D 1zp0_C 94.2 90.7
O14521 Q99643 3abv_D 3abv_C 94.2 90.7
O14521 Q99643 3ae1_D 3ae1_C 94.2 90.7
O14521 Q99643 3ae2_D 3ae2_C 94.2 90.7
O14521 Q99643 3ae3_D 3ae3_C 94.2 90.7
O14521 Q99643 3ae4_D 3ae4_C 94.2 90.7
O14521 Q99643 3ae5_D 3ae5_C 94.2 90.7
O14521 Q99643 3ae6_D 3ae6_C 94.2 90.7
O14521 Q99643 3ae7_D 3ae7_C 94.2 90.7
O14521 Q99643 3ae8_D 3ae8_C 94.2 90.7
O14521 Q99643 3ae9_D 3ae9_C 94.2 90.7
O14521 Q99643 3aea_D 3aea_C 94.2 90.7
O14521 Q99643 3aeb_D 3aeb_C 94.2 90.7
O14521 Q99643 3aec_D 3aec_C 94.2 90.7
O14521 Q99643 3aed_D 3aed_C 94.2 90.7
O14521 Q99643 3aee_D 3aee_C 94.2 90.7
O14521 Q99643 3aef_D 3aef_C 94.2 90.7
O14521 Q99643 3aeg_D 3aeg_C 94.2 90.7
O14521 Q99643 3sfd_D 3sfd_C 94.2 90.7
O14521 Q99643 3sfe_D 3sfe_C 94.2 90.7
O14521 Q99643 1yq3_D 1yq3_C 80.2 72.7
O14521 Q99643 1yq4_D 1yq4_C 80.2 72.7
O14521 Q99643 2fbw_D 2fbw_C 80.2 72.7
O14521 Q99643 2fbw_H 2fbw_G 80.2 72.7
O14521 Q99643 2h88_D 2h88_C 80.2 71.2
O14521 Q99643 2h88_H 2h88_G 80.2 71.2
O14521 Q99643 2h89_D 2h89_C 80.2 71.2
O14521 Q99643 2wqy_D 2wqy_C 80.2 72.7
O14521 Q99643 2wqy_H 2wqy_G 80.2 72.7
O14521 Q99643 6myo_D 6myo_C 80.2 72.1
O14521 Q99643 6myp_D 6myp_C 80.2 72.1
O14521 Q99643 6myq_D 6myq_C 80.2 72.1
O14521 Q99643 6myr_D 6myr_C 80.2 72.1
O14521 Q99643 6mys_D 6mys_C 80.2 72.1
O14521 Q99643 6myt_D 6myt_C 80.2 72.1
O14521 Q99643 6myu_D 6myu_C 80.2 72.1
O14548 O75439 5gup_RB 5gup_UA 51.7 54.8
O14548 P00395 5z62_J 5z62_A 60.7 100.0
O14548 P00395 1occ_J 1occ_A 51.7 91.4
O14548 P00395 1occ_W 1occ_N 51.7 91.4
O14548 P00395 1oco_J 1oco_A 51.7 91.4
O14548 P00395 1oco_W 1oco_N 51.7 91.4
O14548 P00395 1ocr_J 1ocr_A 51.7 91.4
O14548 P00395 1ocr_W 1ocr_N 51.7 91.4
O14548 P00395 1ocz_J 1ocz_A 51.7 91.4
O14548 P00395 1ocz_W 1ocz_N 51.7 91.4
O14548 P00395 1v54_J 1v54_A 51.7 91.4
O14548 P00395 1v54_W 1v54_N 51.7 91.4
O14548 P00395 1v55_J 1v55_A 51.7 91.4
O14548 P00395 1v55_W 1v55_N 51.7 91.4
O14548 P00395 2dyr_J 2dyr_A 51.7 91.4
O14548 P00395 2dyr_W 2dyr_N 51.7 91.4
O14548 P00395 2dys_J 2dys_A 51.7 91.4
O14548 P00395 2dys_W 2dys_N 51.7 91.4
O14548 P00395 2eij_J 2eij_A 51.7 91.4
O14548 P00395 2eij_W 2eij_N 51.7 91.4
O14548 P00395 2eik_J 2eik_A 51.7 91.4
O14548 P00395 2eik_W 2eik_N 51.7 91.4
O14548 P00395 2eil_J 2eil_A 51.7 91.4
O14548 P00395 2eil_W 2eil_N 51.7 91.4
O14548 P00395 2eim_J 2eim_A 51.7 91.4
O14548 P00395 2eim_W 2eim_N 51.7 91.4
O14548 P00395 2ein_J 2ein_A 51.7 91.4
O14548 P00395 2ein_W 2ein_N 51.7 91.4
O14548 P00395 2occ_J 2occ_A 51.7 91.4
O14548 P00395 2occ_W 2occ_N 51.7 91.4
O14548 P00395 2zxw_J 2zxw_A 51.7 91.4
O14548 P00395 2zxw_W 2zxw_N 51.7 91.4
O14548 P00395 3abk_J 3abk_A 51.7 91.4
O14548 P00395 3abk_W 3abk_N 51.7 91.4
O14548 P00395 3abl_J 3abl_A 51.7 91.4
O14548 P00395 3abl_W 3abl_N 51.7 91.4
O14548 P00395 3abm_J 3abm_A 51.7 91.4
O14548 P00395 3abm_W 3abm_N 51.7 91.4
O14548 P00395 3ag1_J 3ag1_A 51.7 91.4
O14548 P00395 3ag1_W 3ag1_N 51.7 91.4
O14548 P00395 3ag2_J 3ag2_A 51.7 91.4
O14548 P00395 3ag2_W 3ag2_N 51.7 91.4
O14548 P00395 3ag3_J 3ag3_A 51.7 91.4
O14548 P00395 3ag3_W 3ag3_N 51.7 91.4
O14548 P00395 3ag4_J 3ag4_A 51.7 91.4
O14548 P00395 3ag4_W 3ag4_N 51.7 91.4
O14548 P00395 3asn_J 3asn_A 51.7 91.4
O14548 P00395 3asn_W 3asn_N 51.7 91.4
O14548 P00395 3aso_J 3aso_A 51.7 91.4
O14548 P00395 3aso_W 3aso_N 51.7 91.4
O14548 P00395 3wg7_J 3wg7_A 51.7 91.4
O14548 P00395 3wg7_W 3wg7_N 51.7 91.4
O14548 P00395 3x2q_J 3x2q_A 51.7 91.4
O14548 P00395 3x2q_W 3x2q_N 51.7 91.4
O14548 P00395 5b1a_J 5b1a_A 51.7 91.4
O14548 P00395 5b1a_W 5b1a_N 51.7 91.4
O14548 P00395 5b1b_J 5b1b_A 51.7 91.4
O14548 P00395 5b1b_W 5b1b_N 51.7 91.4
O14548 P00395 5b3s_J 5b3s_A 51.7 91.4
O14548 P00395 5b3s_W 5b3s_N 51.7 91.4
O14548 P00395 5gup_RB 5gup_UB 51.7 91.4
O14548 P00395 5w97_J 5w97_A 51.7 91.4
O14548 P00395 5w97_W 5w97_N 51.7 91.4
O14548 P00395 5wau_J 5wau_A 51.7 91.4
O14548 P00395 5wau_W 5wau_N 51.7 91.4
O14548 P00395 5x19_J 5x19_A 51.7 91.4
O14548 P00395 5x19_W 5x19_N 51.7 91.4
O14548 P00395 5x1b_J 5x1b_A 51.7 91.4
O14548 P00395 5x1b_W 5x1b_N 51.7 91.4
O14548 P00395 5x1f_J 5x1f_A 51.7 91.4
O14548 P00395 5x1f_W 5x1f_N 51.7 91.4
O14548 P00395 5xdq_J 5xdq_A 51.7 91.4
O14548 P00395 5xdq_W 5xdq_N 51.7 91.4
O14548 P00395 5xdx_J 5xdx_A 51.7 91.4
O14548 P00395 5xdx_W 5xdx_N 51.7 91.4
O14548 P00395 5z84_J 5z84_A 51.7 91.4
O14548 P00395 5z84_W 5z84_N 51.7 91.4
O14548 P00395 5z85_J 5z85_A 51.7 91.4
O14548 P00395 5z85_W 5z85_N 51.7 91.4
O14548 P00395 5z86_J 5z86_A 51.7 91.4
O14548 P00395 5z86_W 5z86_N 51.7 91.4
O14548 P00395 5zco_J 5zco_A 51.7 91.4
O14548 P00395 5zco_W 5zco_N 51.7 91.4
O14548 P00395 5zcp_J 5zcp_A 51.7 91.4
O14548 P00395 5zcp_W 5zcp_N 51.7 91.4
O14548 P00395 5zcq_J 5zcq_A 51.7 91.4
O14548 P00395 5zcq_W 5zcq_N 51.7 91.4
O14548 P00395 6j8m_J 6j8m_A 51.7 91.4
O14548 P00395 6j8m_W 6j8m_N 51.7 91.4
O14548 P00395 6jy3_J 6jy3_A 51.7 91.4
O14548 P00395 6jy4_J 6jy4_A 51.7 91.4
O14548 P00395 6nkn_J 6nkn_A 51.7 91.4
O14548 P00395 6nkn_W 6nkn_N 51.7 91.4
O14548 P00395 6nmf_J 6nmf_A 51.7 91.4
O14548 P00395 6nmf_W 6nmf_N 51.7 91.4
O14548 P00395 6nmp_J 6nmp_A 51.7 91.4
O14548 P00395 6nmp_W 6nmp_N 51.7 91.4
O14548 P00395 2y69_J 2y69_A 51.7 91.4
O14548 P00395 2y69_W 2y69_N 51.7 91.4
O14548 P00395 5xth_CB 5xth_TA 52.7 91.4
O14548 P00395 5iy5_J 5iy5_A 52.7 91.4
O14548 P00395 5iy5_W 5iy5_N 52.7 91.4
O14548 P00414 5z62_J 5z62_C 60.7 100.0
O14548 P00414 1occ_J 1occ_C 51.7 87.4
O14548 P00414 1occ_W 1occ_P 51.7 87.4
O14548 P00414 1oco_J 1oco_C 51.7 87.4
O14548 P00414 1oco_W 1oco_P 51.7 87.4
O14548 P00414 1ocr_J 1ocr_C 51.7 87.4
O14548 P00414 1ocr_W 1ocr_P 51.7 87.4
O14548 P00414 1ocz_J 1ocz_C 51.7 87.4
O14548 P00414 1ocz_W 1ocz_P 51.7 87.4
O14548 P00414 1v54_J 1v54_C 51.7 87.7
O14548 P00414 1v54_W 1v54_P 51.7 87.7
O14548 P00414 1v55_J 1v55_C 51.7 87.7
O14548 P00414 1v55_W 1v55_P 51.7 87.7
O14548 P00414 2dyr_J 2dyr_C 51.7 87.7
O14548 P00414 2dyr_W 2dyr_P 51.7 87.7
O14548 P00414 2dys_J 2dys_C 51.7 87.7
O14548 P00414 2dys_W 2dys_P 51.7 87.7
O14548 P00414 2eij_J 2eij_C 51.7 87.7
O14548 P00414 2eij_W 2eij_P 51.7 87.7
O14548 P00414 2eik_J 2eik_C 51.7 87.7
O14548 P00414 2eik_W 2eik_P 51.7 87.7
O14548 P00414 2eil_J 2eil_C 51.7 87.7
O14548 P00414 2eil_W 2eil_P 51.7 87.7
O14548 P00414 2eim_J 2eim_C 51.7 87.7
O14548 P00414 2eim_W 2eim_P 51.7 87.7
O14548 P00414 2ein_J 2ein_C 51.7 87.7
O14548 P00414 2ein_W 2ein_P 51.7 87.7
O14548 P00414 2occ_J 2occ_C 51.7 87.4
O14548 P00414 2occ_W 2occ_P 51.7 87.4
O14548 P00414 2zxw_J 2zxw_C 51.7 87.7
O14548 P00414 2zxw_W 2zxw_P 51.7 87.7
O14548 P00414 3abk_J 3abk_C 51.7 87.7
O14548 P00414 3abk_W 3abk_P 51.7 87.7
O14548 P00414 3abl_J 3abl_C 51.7 87.7
O14548 P00414 3abl_W 3abl_P 51.7 87.7
O14548 P00414 3abm_J 3abm_C 51.7 87.7
O14548 P00414 3abm_W 3abm_P 51.7 87.7
O14548 P00414 3ag1_J 3ag1_C 51.7 87.7
O14548 P00414 3ag1_W 3ag1_P 51.7 87.7
O14548 P00414 3ag2_J 3ag2_C 51.7 87.7
O14548 P00414 3ag2_W 3ag2_P 51.7 87.7
O14548 P00414 3ag3_J 3ag3_C 51.7 87.7
O14548 P00414 3ag3_W 3ag3_P 51.7 87.7
O14548 P00414 3ag4_J 3ag4_C 51.7 87.7
O14548 P00414 3ag4_W 3ag4_P 51.7 87.7
O14548 P00414 3asn_J 3asn_C 51.7 87.7
O14548 P00414 3asn_W 3asn_P 51.7 87.7
O14548 P00414 3aso_J 3aso_C 51.7 87.7
O14548 P00414 3aso_W 3aso_P 51.7 87.7
O14548 P00414 3wg7_J 3wg7_C 51.7 87.7
O14548 P00414 3wg7_W 3wg7_P 51.7 87.7
O14548 P00414 3x2q_J 3x2q_C 51.7 87.7
O14548 P00414 3x2q_W 3x2q_P 51.7 87.7
O14548 P00414 5b1a_J 5b1a_C 51.7 87.7
O14548 P00414 5b1a_W 5b1a_P 51.7 87.7
O14548 P00414 5b1b_J 5b1b_C 51.7 87.7
O14548 P00414 5b1b_W 5b1b_P 51.7 87.7
O14548 P00414 5b3s_J 5b3s_C 51.7 87.7
O14548 P00414 5b3s_W 5b3s_P 51.7 87.7
O14548 P00414 5gup_RB 5gup_WB 51.7 87.4
O14548 P00414 5w97_J 5w97_C 51.7 87.7
O14548 P00414 5w97_W 5w97_P 51.7 87.7
O14548 P00414 5wau_J 5wau_C 51.7 87.7
O14548 P00414 5wau_W 5wau_P 51.7 87.7
O14548 P00414 5x19_J 5x19_C 51.7 87.7
O14548 P00414 5x19_W 5x19_P 51.7 87.7
O14548 P00414 5x1b_J 5x1b_C 51.7 87.7
O14548 P00414 5x1b_W 5x1b_P 51.7 87.7
O14548 P00414 5x1f_J 5x1f_C 51.7 87.7
O14548 P00414 5x1f_W 5x1f_P 51.7 87.7
O14548 P00414 5xdq_J 5xdq_C 51.7 87.7
O14548 P00414 5xdq_W 5xdq_P 51.7 87.7
O14548 P00414 5xdx_J 5xdx_C 51.7 87.7
O14548 P00414 5xdx_W 5xdx_P 51.7 87.7
O14548 P00414 5z84_J 5z84_C 51.7 87.7
O14548 P00414 5z84_W 5z84_P 51.7 87.7
O14548 P00414 5z85_J 5z85_C 51.7 87.7
O14548 P00414 5z85_W 5z85_P 51.7 87.7
O14548 P00414 5z86_J 5z86_C 51.7 87.7
O14548 P00414 5z86_W 5z86_P 51.7 87.7
O14548 P00414 5zco_J 5zco_C 51.7 87.7
O14548 P00414 5zco_W 5zco_P 51.7 87.7
O14548 P00414 5zcp_J 5zcp_C 51.7 87.7
O14548 P00414 5zcp_W 5zcp_P 51.7 87.7
O14548 P00414 5zcq_J 5zcq_C 51.7 87.7
O14548 P00414 5zcq_W 5zcq_P 51.7 87.7
O14548 P00414 6j8m_J 6j8m_C 51.7 87.7
O14548 P00414 6j8m_W 6j8m_P 51.7 87.7
O14548 P00414 6jy3_J 6jy3_C 51.7 87.7
O14548 P00414 6jy4_J 6jy4_C 51.7 87.7
O14548 P00414 6nkn_J 6nkn_C 51.7 87.7
O14548 P00414 6nkn_W 6nkn_P 51.7 87.7
O14548 P00414 6nmf_J 6nmf_C 51.7 87.7
O14548 P00414 6nmf_W 6nmf_P 51.7 87.7
O14548 P00414 6nmp_J 6nmp_C 51.7 87.7
O14548 P00414 6nmp_W 6nmp_P 51.7 87.7
O14548 P00414 2y69_J 2y69_C 51.7 87.7
O14548 P00414 2y69_W 2y69_P 51.7 87.7
O14548 P00414 5xth_CB 5xth_VA 52.7 87.7
O14548 P00414 5iy5_J 5iy5_C 52.7 87.6
O14548 P00414 5iy5_W 5iy5_P 52.7 87.6
O14548 P03915 5xth_CB 5xth_JA 52.7 99.5
O14548 P10606 5z62_J 5z62_F 60.7 100.0
O14548 P10606 1occ_J 1occ_F 51.7 85.7
O14548 P10606 1occ_W 1occ_S 51.7 85.7
O14548 P10606 1oco_J 1oco_F 51.7 85.7
O14548 P10606 1oco_W 1oco_S 51.7 85.7
O14548 P10606 1ocr_J 1ocr_F 51.7 85.7
O14548 P10606 1ocr_W 1ocr_S 51.7 85.7
O14548 P10606 1ocz_J 1ocz_F 51.7 85.7
O14548 P10606 1ocz_W 1ocz_S 51.7 85.7
O14548 P10606 1v54_J 1v54_F 51.7 85.7
O14548 P10606 1v54_W 1v54_S 51.7 85.7
O14548 P10606 1v55_J 1v55_F 51.7 85.7
O14548 P10606 1v55_W 1v55_S 51.7 85.7
O14548 P10606 2dyr_J 2dyr_F 51.7 85.7
O14548 P10606 2dyr_W 2dyr_S 51.7 85.7
O14548 P10606 2dys_J 2dys_F 51.7 85.7
O14548 P10606 2dys_W 2dys_S 51.7 85.7
O14548 P10606 2eij_J 2eij_F 51.7 85.7
O14548 P10606 2eij_W 2eij_S 51.7 85.7
O14548 P10606 2eik_J 2eik_F 51.7 85.7
O14548 P10606 2eik_W 2eik_S 51.7 85.7
O14548 P10606 2eil_J 2eil_F 51.7 85.7
O14548 P10606 2eil_W 2eil_S 51.7 85.7
O14548 P10606 2eim_J 2eim_F 51.7 85.7
O14548 P10606 2eim_W 2eim_S 51.7 85.7
O14548 P10606 2ein_J 2ein_F 51.7 85.7
O14548 P10606 2ein_W 2ein_S 51.7 85.7
O14548 P10606 2occ_J 2occ_F 51.7 85.7
O14548 P10606 2occ_W 2occ_S 51.7 85.7
O14548 P10606 2zxw_J 2zxw_F 51.7 85.7
O14548 P10606 2zxw_W 2zxw_S 51.7 85.7
O14548 P10606 3abk_J 3abk_F 51.7 85.7
O14548 P10606 3abk_W 3abk_S 51.7 85.7
O14548 P10606 3abl_J 3abl_F 51.7 85.7
O14548 P10606 3abl_W 3abl_S 51.7 85.7
O14548 P10606 3abm_J 3abm_F 51.7 85.7
O14548 P10606 3abm_W 3abm_S 51.7 85.7
O14548 P10606 3ag1_J 3ag1_F 51.7 85.7
O14548 P10606 3ag1_W 3ag1_S 51.7 85.7
O14548 P10606 3ag2_J 3ag2_F 51.7 85.7
O14548 P10606 3ag2_W 3ag2_S 51.7 85.7
O14548 P10606 3ag3_J 3ag3_F 51.7 85.7
O14548 P10606 3ag3_W 3ag3_S 51.7 85.7
O14548 P10606 3ag4_J 3ag4_F 51.7 85.7
O14548 P10606 3ag4_W 3ag4_S 51.7 85.7
O14548 P10606 3asn_J 3asn_F 51.7 85.7
O14548 P10606 3asn_W 3asn_S 51.7 85.7
O14548 P10606 3aso_J 3aso_F 51.7 85.7
O14548 P10606 3aso_W 3aso_S 51.7 85.7
O14548 P10606 3wg7_J 3wg7_F 51.7 85.7
O14548 P10606 3wg7_W 3wg7_S 51.7 85.7
O14548 P10606 3x2q_J 3x2q_F 51.7 85.7
O14548 P10606 3x2q_W 3x2q_S 51.7 85.7
O14548 P10606 5b1a_J 5b1a_F 51.7 85.7
O14548 P10606 5b1a_W 5b1a_S 51.7 85.7
O14548 P10606 5b1b_J 5b1b_F 51.7 85.7
O14548 P10606 5b1b_W 5b1b_S 51.7 85.7
O14548 P10606 5b3s_J 5b3s_F 51.7 85.7
O14548 P10606 5b3s_W 5b3s_S 51.7 85.7
O14548 P10606 5gup_RB 5gup_ZB 51.7 85.7
O14548 P10606 5w97_J 5w97_F 51.7 85.7
O14548 P10606 5w97_W 5w97_S 51.7 85.7
O14548 P10606 5wau_J 5wau_F 51.7 85.7
O14548 P10606 5wau_W 5wau_S 51.7 85.7
O14548 P10606 5x19_J 5x19_F 51.7 85.7
O14548 P10606 5x19_W 5x19_S 51.7 85.7
O14548 P10606 5x1b_J 5x1b_F 51.7 85.7
O14548 P10606 5x1b_W 5x1b_S 51.7 85.7
O14548 P10606 5x1f_J 5x1f_F 51.7 85.7
O14548 P10606 5x1f_W 5x1f_S 51.7 85.7
O14548 P10606 5xdq_J 5xdq_F 51.7 86.0
O14548 P10606 5xdq_W 5xdq_S 51.7 86.0
O14548 P10606 5xdx_J 5xdx_F 51.7 86.0
O14548 P10606 5xdx_W 5xdx_S 51.7 86.0
O14548 P10606 5z84_J 5z84_F 51.7 85.7
O14548 P10606 5z84_W 5z84_S 51.7 85.7
O14548 P10606 5z85_J 5z85_F 51.7 85.7
O14548 P10606 5z85_W 5z85_S 51.7 85.7
O14548 P10606 5z86_J 5z86_F 51.7 85.7
O14548 P10606 5z86_W 5z86_S 51.7 85.7
O14548 P10606 5zco_J 5zco_F 51.7 85.7
O14548 P10606 5zco_W 5zco_S 51.7 85.7
O14548 P10606 5zcp_J 5zcp_F 51.7 85.7
O14548 P10606 5zcp_W 5zcp_S 51.7 85.7
O14548 P10606 5zcq_J 5zcq_F 51.7 85.7
O14548 P10606 5zcq_W 5zcq_S 51.7 85.7
O14548 P10606 6j8m_J 6j8m_F 51.7 85.7
O14548 P10606 6j8m_W 6j8m_S 51.7 85.7
O14548 P10606 6jy3_J 6jy3_F 51.7 85.7
O14548 P10606 6jy4_J 6jy4_F 51.7 85.7
O14548 P10606 6nkn_J 6nkn_F 51.7 85.7
O14548 P10606 6nkn_W 6nkn_S 51.7 85.7
O14548 P10606 6nmf_J 6nmf_F 51.7 85.7
O14548 P10606 6nmf_W 6nmf_S 51.7 85.7
O14548 P10606 6nmp_J 6nmp_F 51.7 85.7
O14548 P10606 6nmp_W 6nmp_S 51.7 85.7
O14548 P10606 2y69_J 2y69_F 51.7 82.9
O14548 P10606 2y69_W 2y69_S 51.7 82.9
O14548 P10606 5xth_CB 5xth_YA 52.7 85.7
O14548 P10606 5iy5_J 5iy5_F 52.7 85.7
O14548 P10606 5iy5_W 5iy5_S 52.7 85.7
O14548 P15954 5z62_J 5z62_L 60.7 100.0
O14548 P15954 1occ_J 1occ_L 51.7 80.4
O14548 P15954 1occ_W 1occ_Y 51.7 80.4
O14548 P15954 1oco_J 1oco_L 51.7 80.4
O14548 P15954 1oco_W 1oco_Y 51.7 80.4
O14548 P15954 1ocr_J 1ocr_L 51.7 80.4
O14548 P15954 1ocr_W 1ocr_Y 51.7 80.4
O14548 P15954 1ocz_J 1ocz_L 51.7 80.4
O14548 P15954 1ocz_W 1ocz_Y 51.7 80.4
O14548 P15954 1v54_J 1v54_L 51.7 80.4
O14548 P15954 1v54_W 1v54_Y 51.7 80.4
O14548 P15954 1v55_J 1v55_L 51.7 80.4
O14548 P15954 1v55_W 1v55_Y 51.7 80.4
O14548 P15954 2dyr_J 2dyr_L 51.7 80.4
O14548 P15954 2dyr_W 2dyr_Y 51.7 80.4
O14548 P15954 2dys_J 2dys_L 51.7 80.4
O14548 P15954 2dys_W 2dys_Y 51.7 80.4
O14548 P15954 2eij_J 2eij_L 51.7 80.4
O14548 P15954 2eij_W 2eij_Y 51.7 80.4
O14548 P15954 2eik_J 2eik_L 51.7 80.4
O14548 P15954 2eik_W 2eik_Y 51.7 80.4
O14548 P15954 2eil_J 2eil_L 51.7 80.4
O14548 P15954 2eil_W 2eil_Y 51.7 80.4
O14548 P15954 2eim_J 2eim_L 51.7 80.4
O14548 P15954 2eim_W 2eim_Y 51.7 80.4
O14548 P15954 2ein_J 2ein_L 51.7 80.4
O14548 P15954 2ein_W 2ein_Y 51.7 80.4
O14548 P15954 2occ_J 2occ_L 51.7 80.4
O14548 P15954 2occ_W 2occ_Y 51.7 80.4
O14548 P15954 2zxw_J 2zxw_L 51.7 80.4
O14548 P15954 2zxw_W 2zxw_Y 51.7 80.4
O14548 P15954 3abk_J 3abk_L 51.7 80.4
O14548 P15954 3abk_W 3abk_Y 51.7 80.4
O14548 P15954 3abl_J 3abl_L 51.7 80.4
O14548 P15954 3abl_W 3abl_Y 51.7 80.4
O14548 P15954 3abm_J 3abm_L 51.7 80.4
O14548 P15954 3abm_W 3abm_Y 51.7 80.4
O14548 P15954 3ag1_J 3ag1_L 51.7 80.4
O14548 P15954 3ag1_W 3ag1_Y 51.7 80.4
O14548 P15954 3ag2_J 3ag2_L 51.7 80.4
O14548 P15954 3ag2_W 3ag2_Y 51.7 80.4
O14548 P15954 3ag3_J 3ag3_L 51.7 80.4
O14548 P15954 3ag3_W 3ag3_Y 51.7 80.4
O14548 P15954 3ag4_J 3ag4_L 51.7 80.4
O14548 P15954 3ag4_W 3ag4_Y 51.7 80.4
O14548 P15954 3asn_J 3asn_L 51.7 80.4
O14548 P15954 3asn_W 3asn_Y 51.7 80.4
O14548 P15954 3aso_J 3aso_L 51.7 80.4
O14548 P15954 3aso_W 3aso_Y 51.7 80.4
O14548 P15954 3wg7_J 3wg7_L 51.7 80.4
O14548 P15954 3wg7_W 3wg7_Y 51.7 80.4
O14548 P15954 3x2q_J 3x2q_L 51.7 80.4
O14548 P15954 3x2q_W 3x2q_Y 51.7 80.4
O14548 P15954 5b1a_J 5b1a_L 51.7 80.4
O14548 P15954 5b1a_W 5b1a_Y 51.7 80.4
O14548 P15954 5b1b_J 5b1b_L 51.7 80.4
O14548 P15954 5b1b_W 5b1b_Y 51.7 80.4
O14548 P15954 5b3s_J 5b3s_L 51.7 80.4
O14548 P15954 5b3s_W 5b3s_Y 51.7 80.4
O14548 P15954 5gup_RB 5gup_TB 51.7 80.4
O14548 P15954 5w97_J 5w97_L 51.7 80.4
O14548 P15954 5w97_W 5w97_Y 51.7 80.4
O14548 P15954 5wau_J 5wau_L 51.7 80.4
O14548 P15954 5wau_W 5wau_Y 51.7 80.4
O14548 P15954 5x19_J 5x19_L 51.7 80.4
O14548 P15954 5x19_W 5x19_Y 51.7 80.4
O14548 P15954 5x1b_J 5x1b_L 51.7 80.4
O14548 P15954 5x1b_W 5x1b_Y 51.7 80.4
O14548 P15954 5x1f_J 5x1f_L 51.7 80.4
O14548 P15954 5x1f_W 5x1f_Y 51.7 80.4
O14548 P15954 5xdq_J 5xdq_L 51.7 80.4
O14548 P15954 5xdq_W 5xdq_Y 51.7 80.4
O14548 P15954 5xdx_J 5xdx_L 51.7 80.4
O14548 P15954 5xdx_W 5xdx_Y 51.7 80.4
O14548 P15954 5z84_J 5z84_L 51.7 80.4
O14548 P15954 5z84_W 5z84_Y 51.7 80.4
